,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,Link_Content,Topics,Meet_countries,content
135,135,9-Dec-20,Pompeo,"10:00 a.m. Secretary Pompeo delivers remarks at Georgia Institute of Technology, in Atlanta, Georgia.",<https://2017-2021.state.gov/secretary-pompeo-to-deliver-remarks-at-georgia-institute-of-technology/>,1,1,TBD, ,,, , ; tech,,"Secretary of State Michael R. Pompeo will deliver remarks on the China challenge to U.S. national security and academic freedom at Georgia Institute of Technology in Atlanta, Georgia, at 10:00 a.m. on Wednesday, December 9, 2020.;;;;;;;;;;;;Secretary Pompeo’s remarks will be live streamed on ;;;;<https://2017-2021.state.gov/>;;;;2017-2021.state.gov;;;;.;;;;;;;;;;;;For more information, please contact Blair Meeks at ;;;;<mailto:Blair.meeks@gatech.edu>;;;;Blair.meeks@gatech.edu;;;; or the Department of State’s Office of Press Relations at ;;;;<mailto:PAPressDuty@state.gov>;;;;PAPressDuty@state.gov;;;;.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
136,136,9-Dec-20,Biegun,"Deputy Secretary Biegun is on travel to Republic of Korea, from December 8-11, 2020.",<https://2017-2021.state.gov/deputy-secretary-bieguns-travel-to-the-republic-of-korea/>,1,2,Travel, ; Korea,2020-12-08,2020-12-11, ,,,"Deputy Secretary of State and Special Representative for North Korea Stephen E. Biegun will travel to Seoul December 8-11.  He will meet with officials in the Republic of Korea to discuss the U.S.-ROK Alliance and our shared commitment to regional security, stability, and prosperity throughout the Indo-Pacific, and continued close coordination on North Korea.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
137,137,9-Dec-20,Hale,"12:30 p.m. Under Secretary Hale attends a working lunch with Portuguese Ambassador to the United States Domingos Fezas Vital, in Washington, D.C.",None,1,3,Meeting, ,,, ,, ; Portugal ; United States,
138,138,9-Dec-20,Hale,"5:30 p.m. Under Secretary Hale meets with United Kingdom Ambassador to the United States Karen Pierce, in Washington, D.C.",None,1,3,Meeting, ,,, ,, ; United Kingdom ; United States,
139,139,9-Dec-20,Krach,"Under Secretary Krach attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
140,140,9-Dec-20,Royce,"2:30 p.m. Assistant Secretary Royce participates in the virtual closing reception for the International Visitor Leadership Program (IVLP) 80th anniversary, from the Department of State.",None,1,4,TBD, ,,, ,,,
141,141,9-Dec-20,Singh,"8:00 a.m. Assistant Secretary Singh virtually hosts the Inaugural U.S.-Bahrain Strategic Dialogue Working Session – Promoting Bilateral Investment and Trade, from the Department of State.",None,1,4,TBD, ,,, , ; security ; econ,,
142,142,9-Dec-20,Reeker,"12:00 p.m. Ambassador Reeker attends a working lunch with Appointed Hungarian Ambassador to the United States Szabolcs Takacs, in Washington, D.C.",None,1,4,Meeting, ,,, ,, ; Hungary ; United States,
143,143,9-Dec-20,Reeker,"4:30 p.m. Ambassador Reeker meets with Armenian Ambassador to the United States Varuzhan Nersesyan, in Washington, D.C.",None,1,4,Meeting, ,,, ,, ; Armenia ; United States,
144,144,8-Dec-20,Pompeo,"Secretary Pompeo attends meetings and briefings, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Domestic,
145,145,8-Dec-20,Biegun,"Deputy Secretary Biegun is on travel to Republic of Korea, from December 8-11, 2020.",<https://2017-2021.state.gov/deputy-secretary-bieguns-travel-to-the-republic-of-korea/>,1,2,Travel, ; Korea,2020-12-08,2020-12-11, ,,,"Deputy Secretary of State and Special Representative for North Korea Stephen E. Biegun will travel to Seoul December 8-11.  He will meet with officials in the Republic of Korea to discuss the U.S.-ROK Alliance and our shared commitment to regional security, stability, and prosperity throughout the Indo-Pacific, and continued close coordination on North Korea.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
146,146,8-Dec-20,Hale,"Under Secretary Hale attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
147,147,8-Dec-20,Krach,"Under Secretary Krach attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
148,148,8-Dec-20,Cooper,"8:30 a.m. Assistant Secretary Cooper delivers remarks virtually at the “Strengthening Women’s Role in Building and Sustaining Peace: from Commitments to Results” Conference hosted by the Government of Vietnam, with support from the United Nations.",<https://vietnam.un.org/en/97883-high-level-global-event-strengthening-womens-role-building-and-sustaining-peace-commitments>,1,4,TBD, ,,, , ; UN,,
149,149,8-Dec-20,Royce,"8:30 a.m.Assistant Secretary Royce virtually co-chairs the “Deeping Educational, Cultural, and Scientific Ties” Working Group for the U.S.-Bahrain Strategic Dialogue, from the Department of State.",None,1,4,TBD, ,,, , ; security,,
150,150,8-Dec-20,Reeker,"10:00 a.m. Ambassador Reeker participates virtually in a Helsinki Commission hearing on “U.S. Priorities for Engagement at the Organization for Security and Cooperation in Europe”, in Washington, D.C.",<https://www.csce.gov/international-impact/events/us-priorities-engagement-osce>,2,4,TBD, ,,, , ; security,,
151,151,7-Dec-20,Pompeo,"10:00 a.m. Secretary Pompeo meets with the Foreign Affairs Policy Board, at the Department of State",None,1,1,Meeting, ,,, ,, ; Domestic,
152,152,7-Dec-20,Pompeo,"12:30 p.m.Secretary Pompeo hosts a working lunch for the Foreign Affairs Policy Board, at the Department of State.",None,1,1,TBD, ,,, ,,,
153,153,7-Dec-20,Pompeo,"2:30 p.m. Secretary Pompeo meets with Slovenian Foreign Minister Anze Logar, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Slovenia,
154,154,7-Dec-20,Biegun,Deputy Secretary is traveling to Republic of Korea.,<https://2017-2021.state.gov/deputy-secretary-bieguns-travel-to-the-republic-of-korea/>,1,2,TBD, ,,, ,,,"Deputy Secretary of State and Special Representative for North Korea Stephen E. Biegun will travel to Seoul December 8-11.  He will meet with officials in the Republic of Korea to discuss the U.S.-ROK Alliance and our shared commitment to regional security, stability, and prosperity throughout the Indo-Pacific, and continued close coordination on North Korea.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
155,155,7-Dec-20,Hale,"10:00 a.m.Under Secretary Hale participates in a meeting of the Foreign Affairs Policy Board, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
156,156,7-Dec-20,Pompeo,"12:30 p.m.Under Secretary Hale attends Secretary Pompeo’s working lunch for the Foreign Affairs Policy Board, at the Department of State.",None,2,1,Meeting, ,,, ,, ; Domestic,
157,157,7-Dec-20,Krach,"Under Secretary Krach attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
158,158,7-Dec-20,Reeker,"12:00 p.m. Ambassador Reeker attends a lunch hosted by United Kingdom Ambassador to the United States Karen Pierce, in Washington, D.C.",None,1,4,Meeting, ,,, ,, ; United Kingdom ; United States,
159,159,4-Dec-20,Pompeo,"10:45 a.m. Secretary Pompeo delivers virtual remarks at the IISS Manama Dialogue, from the Department of State.",None,1,1,TBD, ,,, ,,,
160,160,4-Dec-20,Biegun,"Deputy Secretary Biegun attends meetings and briefings, at the Department of State.",None,1,2,Meeting, ,,, ,, ; Domestic,
161,161,4-Dec-20,Hale,"Under Secretary Hale attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
162,162,4-Dec-20,Krach,"Under Secretary Krach attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
163,163,4-Dec-20,Nagy,1:30 p.m. Assistant Secretary Nagy meets virtually with members of the Africa Policy Group.,None,1,4,Meeting, ,,, ,, ; Domestic,
164,164,4-Dec-20,Royce,"1:00 p.m.Assistant Secretary Royce participates virtually in the 289th Quarterly Meeting of the Fulbright Foreign Scholarship Board, from the Department of State.",None,1,4,Meeting, ,,, ,, ; Domestic,
165,165,4-Dec-20,Cooper,"11:00 a.m. Assistant Secretary Cooper meets virtually with Embassy of India’s Deputy Chief of Mission Sudhakar Dalela, from the Department of State.",None,1,4,Meeting, ,,, ,, ; India,
166,166,4-Dec-20,Sales,"1:00 p.m. Assistant Secretary Cooper and Defense Security Cooperation Agency Director Heidi Grant announce the annual U.S. arms sales figures for FY 2020, at the Department of Defense.",None,2,4,TBD, ,,, , ; security,,
167,167,4-Dec-20,Reeker,"12:30 p.m. Ambassador Reeker attends a lunch hosted by the Swedish Ambassador to the United States Karin Olofsdotter, in Washington, D.C.",None,1,4,Meeting, ,,, ,, ; Sweden ; United States,
168,168,3-Dec-20,Pompeo,"Secretary Pompeo attends meetings and briefings, at the Department of State.",None,1,1,Meeting, ,,, ,, ; Domestic,
169,169,3-Dec-20,Biegun,"9:00 a.m. Deputy Secretary Biegun participates in the virtual OSCE Ministerial Council, from the Department of State.",None,1,2,TBD, ,,, ,,,
170,170,3-Dec-20,Hale,"10:45 a.m.Under Secretary Hale hosts the virtual U.S.-Jamaica Strategic Dialogue, from the Department of State.",None,1,3,TBD, ,,, , ; security,,
171,171,3-Dec-20,Krach,"Under Secretary Krach attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
172,172,3-Dec-20,Schenker,"Assistant Secretary Schenker is on travel to Oman and Saudi Arabia, from December 1-7, 2020.",<https://2017-2021.state.gov/assistant-secretary-schenkers-travel-to-oman-and-saudi-arabia/>,1,4,Travel, ; Saudi Arabia ; Oman,2020-12-01,2020-12-07, ,,,"Assistant Secretary of State for Near Eastern Affairs David Schenker will travel to Muscat, Oman, and Riyadh, Saudi Arabia, from December 1-7.  In Muscat, he will meet with leaders to discuss regional security and economic cooperation, as well as a way forward on the conflict in Yemen.  On December 5, the Assistant Secretary will travel to Saudi Arabia, where he will meet with senior officials to discuss the Yemen conflict and Gulf unity, and to bolster economic partnerships.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
173,173,3-Dec-20,Moore,"10:15 a.m.Acting Assistant Secretary Moore delivers virtual remarks at the Memorandum of Understanding signing ceremony for the Global Learning and Observations to Benefit the Environment Program in Slovenia, from the Department of State.",None,1,4,TBD, ,,, ,,,
174,174,3-Dec-20,Reeker,"9:00 a.m.AmbassadorReekeraccompanies Deputy SecretaryBiegunat the virtual OSCE Ministerial Meeting, from Washington, D.C.",None,2,4,Meeting, ,,, ,, ; Domestic,
175,175,3-Dec-20,Reeker,"11:00 a.m.AmbassadorReekerdelivers remarks at the European Parliament Foreign Affairs Committee (AFET) hearing “The Future of Transatlantic Relations,” in Washington, D.C.",None,1,4,TBD, ,,, ,,,
176,176,2-Dec-20,Pompeo,"8:00 a.m. Secretary Pompeo participates in a virtual NATO Foreign Ministerial, from the Department of Defense.",<https://2017-2021.state.gov/secretary-pompeo-to-participate-in-the-nato-foreign-ministerial/>,1,1,TBD, ,,, , ; security ; sec_org,,"Secretary of State Michael R. Pompeo will take part in the virtual NATO Foreign Ministerial December 1-2, 2020.  The Secretary will join Allied foreign ministers to discuss the challenges to Transatlantic security, including an evolving threat environment.;;;;;;;;;;;;Over these two days, Secretary Pompeo will reaffirm the U.S. commitment to the NATO Alliance, which has ensured peace and prosperity for more than seven decades.  The Secretary and his counterparts from NATO and partner countries will highlight the Alliance’s successes and discuss current issues, including increasing our joint security capabilities and reaffirming the centrality of our Transatlantic values through the Forward-Looking Reflection Process for NATO 2030, strengthening the NATO mission in Iraq, and bolstering our capabilities to meet future challenges such as cyber defense and global pandemics.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
177,177,2-Dec-20,Pompeo,"12:30 p.m. Secretary Pompeo has lunch with President Donald Trump, at the White House.",None,1,1,TBD, ,,, ,,,
178,178,2-Dec-20,Biegun,"Deputy SecretaryBiegunattends meetings and briefings, at the Department of State.",None,1,2,Meeting, ,,, ,, ; Domestic,
179,179,2-Dec-20,Hale,"Under Secretary Hale attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
180,180,2-Dec-20,Krach,"Under Secretary Krach attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
181,181,2-Dec-20,Cooper,"4:00 p.m.Assistant Secretary Cooper meets virtually with Egyptian Ambassador to the United States Motaz Zahran, from the Department of State.",None,1,4,Meeting, ,,, ,, ; Egypt ; United States,
182,182,2-Dec-20,Schenker,Assistant Secretary forNear Eastern Affairs David Schenker,None,1,4,TBD, ,,, ,,,
183,183,2-Dec-20,Schenker,"Assistant Secretary Schenker is on travel to Oman and Saudi Arabia, from December 1-7, 2020.",<https://2017-2021.state.gov/assistant-secretary-schenkers-travel-to-oman-and-saudi-arabia/>,1,4,Travel, ; Saudi Arabia ; Oman,2020-12-01,2020-12-07, ,,,"Assistant Secretary of State for Near Eastern Affairs David Schenker will travel to Muscat, Oman, and Riyadh, Saudi Arabia, from December 1-7.  In Muscat, he will meet with leaders to discuss regional security and economic cooperation, as well as a way forward on the conflict in Yemen.  On December 5, the Assistant Secretary will travel to Saudi Arabia, where he will meet with senior officials to discuss the Yemen conflict and Gulf unity, and to bolster economic partnerships.;;;;;;;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
184,184,2-Dec-20,Royce,"1:30 p.m.Assistant Secretary Royce participates virtually in thesigning of an MOU on international education cooperation between the American Institute in Taiwan and the Taipei Economic and Cultural Representative Office in the United States, from the Department of State.",None,2,4,TBD, ,,, , ; econ ; China,,
185,185,1-Dec-20,Pompeo,"7:20 a.m. Secretary Pompeo delivers virtual remarks at the U.S.-Bahrain Strategic Dialogue, from the Department of State.",None,1,1,TBD, ,,, , ; security,,
186,186,1-Dec-20,Pompeo,"8:00 a.m. Secretary Pompeo participates in a virtual NATO Foreign Ministerial, from the Department of Defense.",<https://2017-2021.state.gov/secretary-pompeo-to-participate-in-the-nato-foreign-ministerial/>,1,1,TBD, ,,, , ; security ; sec_org,,"Secretary of State Michael R. Pompeo will take part in the virtual NATO Foreign Ministerial December 1-2, 2020.  The Secretary will join Allied foreign ministers to discuss the challenges to Transatlantic security, including an evolving threat environment.;;;;;;;;;;;;Over these two days, Secretary Pompeo will reaffirm the U.S. commitment to the NATO Alliance, which has ensured peace and prosperity for more than seven decades.  The Secretary and his counterparts from NATO and partner countries will highlight the Alliance’s successes and discuss current issues, including increasing our joint security capabilities and reaffirming the centrality of our Transatlantic values through the Forward-Looking Reflection Process for NATO 2030, strengthening the NATO mission in Iraq, and bolstering our capabilities to meet future challenges such as cyber defense and global pandemics.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
187,187,1-Dec-20,Biegun,"Deputy SecretaryBiegunattends meetings and briefings, at the Department of State.",None,1,2,Meeting, ,,, ,, ; Domestic,
188,188,1-Dec-20,Hale,"10:00 a.m. Under Secretary Hale delivers virtual remarks at Johns Hopkins University School of Advanced International Studies, from the Department of State.",None,1,3,TBD, ,,, ,,,
189,189,1-Dec-20,Krach,"Under Secretary Krach attends meetings and briefings, at the Department of State.",None,1,3,Meeting, ,,, ,, ; Domestic,
190,190,1-Dec-20,Singh,"8:00a.m.AssistantSecretarySinghvirtuallyhostsan Innovation Roundtableon the Deployment of U.S. Tech companies in the Indo-Pacific,from the Department of State.",None,1,4,TBD, ,,, ,,,
191,191,1-Dec-20,Reeker,"8:00 a.m. Ambassador Reeker joins Secretary Pompeo for the virtual NATO Foreign Ministerial, from the Department of Defense.",<https://2017-2021.state.gov/secretary-pompeo-to-participate-in-the-nato-foreign-ministerial/>,2,4,TBD, ,,, , ; security ; sec_org,,"Secretary of State Michael R. Pompeo will take part in the virtual NATO Foreign Ministerial December 1-2, 2020.  The Secretary will join Allied foreign ministers to discuss the challenges to Transatlantic security, including an evolving threat environment.;;;;;;;;;;;;Over these two days, Secretary Pompeo will reaffirm the U.S. commitment to the NATO Alliance, which has ensured peace and prosperity for more than seven decades.  The Secretary and his counterparts from NATO and partner countries will highlight the Alliance’s successes and discuss current issues, including increasing our joint security capabilities and reaffirming the centrality of our Transatlantic values through the Forward-Looking Reflection Process for NATO 2030, strengthening the NATO mission in Iraq, and bolstering our capabilities to meet future challenges such as cyber defense and global pandemics.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
