,Unnamed: 0,Dates,Lastnames,Texts,Links,Counts,Rank,Type,Travel_Places,Travel_Start_Date,Travel_End_Date,html
44,44,12-Oct-22,Noyes,"Assistant Secretary Noyes is on travel to Switzerland and Belgium October 9-13, 2022.",<https://www.state.gov/assistant-secretary-noyes-travels-to-switzerland-and-belgium/>,1,4,Travel, ; Belgium ; Switzerland,2022-11-09,2022-11-13,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Assistant Secretary for the Bureau of Population, Refugees, and Migration Julieta Valls Noyes will travel to Geneva, Switzerland, and Brussels, Belgium, October 9-13.</p>;;;;<p>In Geneva, Assistant Secretary Noyes will lead the United States delegation to the 73rd session of the Executive Committee of the High Commissioner’s Programme (UNHCR ExCom) and meet with UN officials, foreign government officials, and other international and non-governmental organization partners. Assistant Secretary Noyes will discuss continued U.S. support for UNHCR as its top single country donor and the U.S. commitment to lead in global humanitarian crisis response as the world faces unprecedented levels of displacement.</p>;;;;<p>In Brussels, Assistant Secretary Noyes will meet with EU officials as well as international and non-governmental partners to discuss combined efforts in the global humanitarian crisis response and efforts to meet increasing global resettlement needs for the most vulnerable refugees.</p>;;;;<p><input type=""hidden"" data-filter=""100000000000""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
45,45,12-Oct-22,Price,2:30 p.m. Department Press Briefing with Spokesperson Ned Price.,None,1,3,TBD, ,,,
46,46,11-Oct-22,Blinken,3:30 p.m. Secretary Blinken meets with Norwegian Foreign Minister Anniken Huitfeldt at the Department of State.,None,1,1,TBD, ,,,
47,47,11-Oct-22,Blinken,7:00 p.m. Secretary Blinken hosts a working dinner for the Foreign Affairs Policy Board at the Department of State.,None,1,1,TBD, ,,,
48,48,11-Oct-22,Sherman,10:30 a.m.Deputy Secretary Sherman meets with French Secretary General for Defense and National Security Stéphane Bouillon at the Department of State.,None,1,2,TBD, ,,,
49,49,11-Oct-22,Sherman,4:15 p.m.Deputy Secretary Sherman delivers remarks for the 10th Anniversary of the International Day of the Girl at the Department of State.,None,1,2,TBD, ,,,
50,50,11-Oct-22,Sherman,"6:00 p.m.Deputy Secretary Sherman delivers remarks at a Republic of Korea National Foundation Day and Armed Forces Day Event in Washington, D.C.",None,1,2,TBD, ,,,
51,51,11-Oct-22,McKeon,2:15 p.m.Deputy Secretary McKeon meets with the Japan Bank for International Cooperation’s Managing Director and Chairman of the Board of Directors Maeda Tadashi at the Department of State.,None,1,2,TBD, ,,,
52,52,11-Oct-22,Nuland,Under Secretary Nuland attends meetings and briefings at the Department of State.,None,1,3,TBD, ,,,
53,53,11-Oct-22,Zeya,2:30 p.m. Under Secretary Zeya meets with Nigerian Independent National Electoral Commission Chairman Mahmood Yakuba at the Department of State.,None,1,3,TBD, ,,,
54,54,11-Oct-22,Kritenbrink,"Assistant Secretary Kritenbrink is on travel to Vietnam and Laos from October 9-14, 2022.",<https://www.state.gov/assistant-secretary-of-state-for-east-asian-and-pacific-affairs-daniel-j-kritenbrinks-travel-to-vietnam-and-laos/>,1,4,Travel, ; Vietnam ; Laos,2022-11-09,2022-11-14,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Assistant Secretary of State for East Asian and Pacific Affairs Daniel J. Kritenbrink will travel to Vietnam and Laos October 9-14.&nbsp; The visits will reaffirm the U.S. commitment to two important partners in Southeast Asia and the importance of ASEAN centrality ahead of the ASEAN-related Summits in November.</p>;;;;<p>In Hanoi, Vietnam, Assistant Secretary Kritenbrink will meet with senior Vietnamese officials to discuss opportunities to expand the U.S.-Vietnam Comprehensive Partnership.&nbsp; The Assistant Secretary will speak with students at the Diplomatic Academy of Vietnam and meet with alumni of the Young Southeast Asian Leaders Initiative.</p>;;;;<p>In Vientiane, Laos, Assistant Secretary Kritenbrink will lead the U.S.-Laos Comprehensive Bilateral Dialogue to discuss closer U.S.-Laos cooperation and forge a deeper connection with Laos as the 2022 Mekong-U.S. Partnership co-chair and in meetings with officials from the Lao Ministry of Foreign Affairs.&nbsp; He will also meet officials from the Mekong River Commission and will engage with alumni of Department of State exchange programs.</p>;;;;<p><input type=""hidden"" data-filter=""100000000000""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
55,55,11-Oct-22,Satterfield,"Assistant Secretary Satterfield is on travel to the United Kingdom from October 6-11, 2022.",<https://www.state.gov/assistant-secretary-of-state-lee-satterfield-travels-to-the-united-kingdom/>,1,4,Travel, ; United Kingdom,2022-11-06,2022-11-11,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>From October 6-11, 2022, Assistant Secretary of State for Educational and Cultural Affairs Lee Satterfield will travel to London, United Kingdom to meet with government officials, international education leaders, and sports industry stakeholders to discuss a variety of issues, ranging from cultural heritage to sports diplomacy. The Assistant Secretary’s trip underscores the United States’ strong commitment to the U.S.-UK’s Special Relationship as well as public diplomacy as a foundational component of U.S. foreign policy.</p>;;;;<p>While in London, the Assistant Secretary will participate in a bilateral meeting with UK government officials to discuss shared priorities on a host of issues, including Ukraine, cultural heritage, international education, and sports diplomacy. She will also meet with the U.S.-UK Fulbright Commission, which oversees the Fulbright Program in the UK in the lead-up to its 75th anniversary in 2023. Also, Assistant Secretary Satterfield will engage with U.S. Soccer executives and stakeholders on the margins of the U.S.-England friendly match, as well as attend the match on October 7.</p>;;;;<p>The Assistant Secretary will participate in community engagement events with local British youth and senior executives of the National Football League (NFL) and attend the Green Bay Packers versus New York Giants game, which will be held in London on Sunday, October 9.</p>;;;;<p>Assistant Secretary Satterfield will also meet with local non-governmental organizations and UK students while in London.</p>;;;;<p>For further information, contact ECA-Press@state.gov. Follow along on Twitter at @ECA_AS.</p>;;;;<p><input type=""hidden"" data-filter=""111000000100""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
56,56,11-Oct-22,Noyes,"Assistant Secretary Noyes is on travel to Switzerland and Belgium October 9-13, 2022.",<https://www.state.gov/assistant-secretary-noyes-travels-to-switzerland-and-belgium/>,1,4,Travel, ; Belgium ; Switzerland,2022-11-09,2022-11-13,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Assistant Secretary for the Bureau of Population, Refugees, and Migration Julieta Valls Noyes will travel to Geneva, Switzerland, and Brussels, Belgium, October 9-13.</p>;;;;<p>In Geneva, Assistant Secretary Noyes will lead the United States delegation to the 73rd session of the Executive Committee of the High Commissioner’s Programme (UNHCR ExCom) and meet with UN officials, foreign government officials, and other international and non-governmental organization partners. Assistant Secretary Noyes will discuss continued U.S. support for UNHCR as its top single country donor and the U.S. commitment to lead in global humanitarian crisis response as the world faces unprecedented levels of displacement.</p>;;;;<p>In Brussels, Assistant Secretary Noyes will meet with EU officials as well as international and non-governmental partners to discuss combined efforts in the global humanitarian crisis response and efforts to meet increasing global resettlement needs for the most vulnerable refugees.</p>;;;;<p><input type=""hidden"" data-filter=""100000000000""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
57,57,11-Oct-22,Price,2:00 p.m. Department Press Briefing with Spokesperson Ned Price.,None,1,3,TBD, ,,,
58,58,10-Oct-22,Blinken,Secretary Blinken has no public appointments.,None,1,1,TBD, ,,,
59,59,7-Oct-22,Blinken,"Secretary Blinken is on travel to Colombia, Chile, and Peru from October 3-7, 2022.",<https://www.state.gov/secretary-blinkens-travel-to-colombia-chile-and-peru-october-3-7-2022/>,1,1,Travel, ; Chile ; Colombia ; Peru,2022-11-03,2022-11-07,";;;;;;;;				;;;;						<script type=""text/javascript"">;;;;document.addEventListener(""DOMContentLoaded"", function(event) {;;;;			jQuery(document).ready(function(){;;;;			if (jQuery('p .watermark').length > 0 ) {;;;;;;;;				jQuery('p .watermark').parent().addClass('watermarked');;;;;;;;;				jQuery('p .watermark').parent().each( function() {;;;;					jQuery(this).children('img').attr('style', 'margin: 0 !important');;;;;					jQuery(this).children().wrapAll('<div class=""watermarked_image""></div>');;;;;				});;;;;;;;;				jQuery('.entry-content p.watermarked > div.watermarked_image > img').each( function() {;;;;					if ( jQuery(this).hasClass('alignnone') ) {;;;;						jQuery(this).parent().addClass( 'alignnone' );;;;;					};;;;					if ( jQuery(this).hasClass('alignleft') ) {;;;;						jQuery(this).parent().addClass( 'alignleft' );;;;;					};;;;					if ( jQuery(this).hasClass('alignright') ) {;;;;						jQuery(this).parent().addClass( 'alignright' );;;;;					};;;;					if ( jQuery(this).hasClass('size-medium') ) {;;;;						jQuery(this).parent().addClass( 'has-size-medium' );;;;;					};;;;					if ( jQuery(this).hasClass('aligncenter') ) {;;;;						jQuery(this).parent().addClass( 'aligncenter' );;;;;						jQuery(this).parent().children().wrapAll('<div class=""wm_centered""></div>');;;;;					};;;;				});;;;;			};;;;		});;;;;		});;;;;		</script>;;;;		<p>Secretary of State Antony J. Blinken will travel to Colombia, Chile, and Peru October 3-7, 2022. October 3-4, in Colombia, Secretary Blinken will meet with President Gustavo Petro, Vice President Francia Márquez, and Foreign Minister Álvaro Leyva.&nbsp; Secretary Blinken’s meetings will focus on our shared priorities of supporting strong democratic governments and respect for human rights throughout the Western Hemisphere, tackling the climate crisis, supporting regional efforts to address irregular migration, and implementing a holistic approach to counter narcotics trafficking and address its impacts on health, security, and the environment. Secretary Blinken will underscore continued collaboration with the Colombian government to implement the 2016 Peace Accord more fully and reiterate U.S. support of Colombia’s Temporary Protected Status policy for Venezuelan migrants, a model for the region.</p>;;;;<p>On October 5, in Santiago, Chile, Secretary Blinken will meet with President Gabriel Boric and Foreign Minister Antonia Urrejola. He will reaffirm U.S. support for democratic governance, bilateral opportunities for trade and investment, regional security and human rights, regional migration management, and climate change mitigation. Secretary Blinken will visit Chile’s National Electric Coordinator where U.S.-owned companies help advance our joint goal of greater reliance on renewable energy sources. He will also meet with alumni of the U.S.-sponsored Young Leaders of the Americas Initiative to discuss how their innovations provide economic growth and positive change to their communities.</p>;;;;<p>On October 6, Secretary Blinken continues his regional travel in Lima, Peru to lead the U.S. delegation at the General Assembly of the Organization of American States (OAS). He will underscore the U.S. commitment to the OAS and this year’s theme, “Together Against Inequality and Discrimination.”&nbsp; He will chair the Summit Implementation Review Group, a ministerial-level meeting, to discuss implementation of commitments from the Ninth Summit of the Americas and reaffirm the important role of the OAS in advancing democracy, human rights, sustainable development, and security cooperation throughout the Western Hemisphere, consistent with the principles enshrined in the OAS Charter and the 2001 Inter-American Democratic Charter.</p>;;;;<p>Secretary Blinken will also co-lead a migration ministerial on the Los Angeles Declaration, addressing irregular migration with our regional partners.&nbsp; In addition to meeting with OAS Secretary General Almagro, Secretary Blinken will engage with Peruvian President Pedro Castillo and Foreign Minister César Landa to discuss increasing regional security, strengthening democratic governance, protecting the environment, and promoting inclusive economic development.</p>;;;;<p><input type=""hidden"" data-filter=""100001000100""></p>;;;;;;;;				;;;;				;;;;;;;;	;;;;	;;;;			"
